sample super_pop pop admixture value
I347 AthGene AthGene SAS 0.066023
I348 AthGene AthGene EAS 0.00738
I348 AthGene AthGene AMR 0.018008
I348 AthGene AthGene AFR 1e-05
I348 AthGene AthGene EUR 0.963493
I348 AthGene AthGene SAS 0.011109
I349 AthGene AthGene EAS 1e-05
I349 AthGene AthGene AMR 1e-05
I349 AthGene AthGene AFR 1e-05
I349 AthGene AthGene EUR 0.976895
I349 AthGene AthGene SAS 0.023075
I35 AthGene AthGene EAS 1e-05
I35 AthGene AthGene AMR 0.030399
I35 AthGene AthGene AFR 0.00136
I35 AthGene AthGene EUR 0.933335
I35 AthGene AthGene SAS 0.034897
I350 AthGene AthGene EAS 1e-05
I350 AthGene AthGene AMR 0.008353
I350 AthGene AthGene AFR 1e-05
I350 AthGene AthGene EUR 0.990395
I350 AthGene AthGene SAS 0.001232
I351 AthGene AthGene EAS 1e-05
I351 AthGene AthGene AMR 1e-05
I351 AthGene AthGene AFR 1e-05
I351 AthGene AthGene EUR 0.99401
I351 AthGene AthGene SAS 0.00596
I352 AthGene AthGene EAS 1e-05
I352 AthGene AthGene AMR 0.019764
I352 AthGene AthGene AFR 0.002979
I352 AthGene AthGene EUR 0.943862
I352 AthGene AthGene SAS 0.033384
I353 AthGene AthGene EAS 0.031733
I353 AthGene AthGene AMR 0.006973
I353 AthGene AthGene AFR 1e-05
I353 AthGene AthGene EUR 0.956745
I353 AthGene AthGene SAS 0.004539
I354 AthGene AthGene EAS 0.005008
I354 AthGene AthGene AMR 1e-05
I354 AthGene AthGene AFR 1e-05
I354 AthGene AthGene EUR 0.932247
I354 AthGene AthGene SAS 0.062725
I355 AthGene AthGene EAS 1e-05
I355 AthGene AthGene AMR 1e-05
I355 AthGene AthGene AFR 1e-05
I355 AthGene AthGene EUR 0.99996
I355 AthGene AthGene SAS 1e-05
I356 AthGene AthGene EAS 0.00116
I356 AthGene AthGene AMR 0.015475
I356 AthGene AthGene AFR 1e-05
I356 AthGene AthGene EUR 0.942909
I356 AthGene AthGene SAS 0.040446
I357 AthGene AthGene EAS 1e-05
I357 AthGene AthGene AMR 0.023666
I357 AthGene AthGene AFR 1e-05
I357 AthGene AthGene EUR 0.924489
I357 AthGene AthGene SAS 0.051826
I358 AthGene AthGene EAS 0.006844
I358 AthGene AthGene AMR 0.020152
I358 AthGene AthGene AFR 1e-05
I358 AthGene AthGene EUR 0.958884
I358 AthGene AthGene SAS 0.01411
I359 AthGene AthGene EAS 1e-05
I359 AthGene AthGene AMR 1e-05
I359 AthGene AthGene AFR 1e-05
I359 AthGene AthGene EUR 0.969096
I359 AthGene AthGene SAS 0.030874
I36 AthGene AthGene EAS 0.005283
I36 AthGene AthGene AMR 0.023358
I36 AthGene AthGene AFR 1e-05
I36 AthGene AthGene EUR 0.924777
I36 AthGene AthGene SAS 0.046572
I360 AthGene AthGene EAS 0.973678
I360 AthGene AthGene AMR 0.026284
I360 AthGene AthGene AFR 1.9e-05
I360 AthGene AthGene EUR 1e-05
I360 AthGene AthGene SAS 1e-05
I361 AthGene AthGene EAS 0.985308
I361 AthGene AthGene AMR 1e-05
I361 AthGene AthGene AFR 1e-05
I361 AthGene AthGene EUR 1e-05
I361 AthGene AthGene SAS 0.014662
I362 AthGene AthGene EAS 0.99917
I362 AthGene AthGene AMR 8e-04
I362 AthGene AthGene AFR 1e-05
I362 AthGene AthGene EUR 1e-05
I362 AthGene AthGene SAS 1e-05
I363 AthGene AthGene EAS 1e-05
I363 AthGene AthGene AMR 0.029406
I363 AthGene AthGene AFR 0.003392
I363 AthGene AthGene EUR 0.967181
I363 AthGene AthGene SAS 1e-05
I364 AthGene AthGene EAS 0.011529
I364 AthGene AthGene AMR 0.004598
I364 AthGene AthGene AFR 0.000817
I364 AthGene AthGene EUR 0.880631
I364 AthGene AthGene SAS 0.102425
I365 AthGene AthGene EAS 0.025455
I365 AthGene AthGene AMR 1e-05
I365 AthGene AthGene AFR 1e-05
I365 AthGene AthGene EUR 0.966857
I365 AthGene AthGene SAS 0.007668
I366 AthGene AthGene EAS 0.974896
I366 AthGene AthGene AMR 0.025074
I366 AthGene AthGene AFR 1e-05
I366 AthGene AthGene EUR 1e-05
I366 AthGene AthGene SAS 1e-05
I367 AthGene AthGene EAS 0.990526
I367 AthGene AthGene AMR 0.007775
I367 AthGene AthGene AFR 1e-05
I367 AthGene AthGene EUR 0.001679
I367 AthGene AthGene SAS 1e-05
I368 AthGene AthGene EAS 0.991595
I368 AthGene AthGene AMR 0.008368
I368 AthGene AthGene AFR 1.7e-05
I368 AthGene AthGene EUR 1e-05
I368 AthGene AthGene SAS 1e-05
I369 AthGene AthGene EAS 0.962247
I369 AthGene AthGene AMR 0.024971
I369 AthGene AthGene AFR 1.6e-05
I369 AthGene AthGene EUR 1e-05
I369 AthGene AthGene SAS 0.012757
I37 AthGene AthGene EAS 0.032232
I37 AthGene AthGene AMR 0.000506
I37 AthGene AthGene AFR 0.158221
I37 AthGene AthGene EUR 0.809031
I37 AthGene AthGene SAS 1e-05
I370 AthGene AthGene EAS 0.99996
I370 AthGene AthGene AMR 1e-05
I370 AthGene AthGene AFR 1e-05
I370 AthGene AthGene EUR 1e-05
I370 AthGene AthGene SAS 1e-05
I371 AthGene AthGene EAS 0.977574
I371 AthGene AthGene AMR 0.022396
I371 AthGene AthGene AFR 1e-05
I371 AthGene AthGene EUR 1e-05
I371 AthGene AthGene SAS 1e-05
I372 AthGene AthGene EAS 0.962874
I372 AthGene AthGene AMR 0.037096
I372 AthGene AthGene AFR 1e-05
I372 AthGene AthGene EUR 1e-05
I372 AthGene AthGene SAS 1e-05
I373 AthGene AthGene EAS 0.991066
I373 AthGene AthGene AMR 1e-05
I373 AthGene AthGene AFR 1e-05
I373 AthGene AthGene EUR 1e-05
I373 AthGene AthGene SAS 0.008904
I374 AthGene AthGene EAS 1e-05
I374 AthGene AthGene AMR 1e-05
I374 AthGene AthGene AFR 0.029003
I374 AthGene AthGene EUR 0.731526
I374 AthGene AthGene SAS 0.23945
I375 AthGene AthGene EAS 0.995471
I375 AthGene AthGene AMR 0.004499
I375 AthGene AthGene AFR 1e-05
I375 AthGene AthGene EUR 1e-05
I375 AthGene AthGene SAS 1e-05
I376 AthGene AthGene EAS 0.99996
I376 AthGene AthGene AMR 1e-05
I376 AthGene AthGene AFR 1e-05
I376 AthGene AthGene EUR 1e-05
I376 AthGene AthGene SAS 1e-05
I377 AthGene AthGene EAS 0.967843
I377 AthGene AthGene AMR 1e-05
I377 AthGene AthGene AFR 1e-05
I377 AthGene AthGene EUR 1e-05
I377 AthGene AthGene SAS 0.032127
I378 AthGene AthGene EAS 0.991423
I378 AthGene AthGene AMR 1e-05
I378 AthGene AthGene AFR 1e-05
I378 AthGene AthGene EUR 1e-05
I378 AthGene AthGene SAS 0.008547
I379 AthGene AthGene EAS 0.960518
I379 AthGene AthGene AMR 1e-05
I379 AthGene AthGene AFR 1e-05
I379 AthGene AthGene EUR 1e-05
I379 AthGene AthGene SAS 0.039452
I38 AthGene AthGene EAS 0.039077
I38 AthGene AthGene AMR 1e-05
I38 AthGene AthGene AFR 1e-05
I38 AthGene AthGene EUR 0.960893
I38 AthGene AthGene SAS 1e-05
I380 AthGene AthGene EAS 0.99996
I380 AthGene AthGene AMR 1e-05
I380 AthGene AthGene AFR 1e-05
I380 AthGene AthGene EUR 1e-05
I380 AthGene AthGene SAS 1e-05
I381 AthGene AthGene EAS 1e-05
I381 AthGene AthGene AMR 0.007294
I381 AthGene AthGene AFR 0.482611
I381 AthGene AthGene EUR 0.510075
I381 AthGene AthGene SAS 1e-05
I382 AthGene AthGene EAS 0.99996
I382 AthGene AthGene AMR 1e-05
I382 AthGene AthGene AFR 1e-05
I382 AthGene AthGene EUR 1e-05
I382 AthGene AthGene SAS 1e-05
I383 AthGene AthGene EAS 1e-05
I383 AthGene AthGene AMR 0.010827
I383 AthGene AthGene AFR 1e-05
I383 AthGene AthGene EUR 0.944256
I383 AthGene AthGene SAS 0.044897
I384 AthGene AthGene EAS 0.015507
I384 AthGene AthGene AMR 1e-05
I384 AthGene AthGene AFR 1e-05
I384 AthGene AthGene EUR 0.984463
I384 AthGene AthGene SAS 1e-05
I385 AthGene AthGene EAS 0.0144
I385 AthGene AthGene AMR 0.016041
I385 AthGene AthGene AFR 0.004493
I385 AthGene AthGene EUR 0.965056
I385 AthGene AthGene SAS 1e-05
I386 AthGene AthGene EAS 0.99996
I386 AthGene AthGene AMR 1e-05
I386 AthGene AthGene AFR 1e-05
I386 AthGene AthGene EUR 1e-05
I386 AthGene AthGene SAS 1e-05
I387 AthGene AthGene EAS 0.005633
I387 AthGene AthGene AMR 0.023283
I387 AthGene AthGene AFR 1e-05
I387 AthGene AthGene EUR 0.942956
I387 AthGene AthGene SAS 0.028118
I388 AthGene AthGene EAS 1e-05
I388 AthGene AthGene AMR 1e-05
I388 AthGene AthGene AFR 0.059382
I388 AthGene AthGene EUR 0.674532
I388 AthGene AthGene SAS 0.266066
I389 AthGene AthGene EAS 1e-05
I389 AthGene AthGene AMR 1e-05
I389 AthGene AthGene AFR 0.000874
I389 AthGene AthGene EUR 0.961406
I389 AthGene AthGene SAS 0.0377
I39 AthGene AthGene EAS 1e-05
I39 AthGene AthGene AMR 1e-05
I39 AthGene AthGene AFR 1e-05
I39 AthGene AthGene EUR 0.953517
I39 AthGene AthGene SAS 0.046453
I390 AthGene AthGene EAS 1e-05
I390 AthGene AthGene AMR 0.020691
I390 AthGene AthGene AFR 0.000692
I390 AthGene AthGene EUR 0.978597
I390 AthGene AthGene SAS 1e-05
I391 AthGene AthGene EAS 1e-05
I391 AthGene AthGene AMR 0.018036
I391 AthGene AthGene AFR 1e-05
I391 AthGene AthGene EUR 0.981934
I391 AthGene AthGene SAS 1e-05
I392 AthGene AthGene EAS 1e-05
I392 AthGene AthGene AMR 1e-05
I392 AthGene AthGene AFR 1e-05
I392 AthGene AthGene EUR 0.99996
I392 AthGene AthGene SAS 1e-05
I393 AthGene AthGene EAS 0.006718
I393 AthGene AthGene AMR 0.00679
I393 AthGene AthGene AFR 0.003513
I393 AthGene AthGene EUR 0.894728
I393 AthGene AthGene SAS 0.088251
I394 AthGene AthGene EAS 1e-05
I394 AthGene AthGene AMR 0.00519
I394 AthGene AthGene AFR 1e-05
I394 AthGene AthGene EUR 0.934553
I394 AthGene AthGene SAS 0.060237
I395 AthGene AthGene EAS 0.361707
I395 AthGene AthGene AMR 0.036482
I395 AthGene AthGene AFR 0.000392
I395 AthGene AthGene EUR 0.453977
I395 AthGene AthGene SAS 0.147442
I396 AthGene AthGene EAS 0.770765
I396 AthGene AthGene AMR 0.020451
I396 AthGene AthGene AFR 0.001811
I396 AthGene AthGene EUR 0.004283
I396 AthGene AthGene SAS 0.202691
I397 AthGene AthGene EAS 1e-05
I397 AthGene AthGene AMR 0.001402
I397 AthGene AthGene AFR 1e-05
I397 AthGene AthGene EUR 0.942706
I397 AthGene AthGene SAS 0.055872
I398 AthGene AthGene EAS 0.009017
I398 AthGene AthGene AMR 0.010127
I398 AthGene AthGene AFR 1e-05
I398 AthGene AthGene EUR 0.942799
I398 AthGene AthGene SAS 0.038047
I399 AthGene AthGene EAS 1e-05
I399 AthGene AthGene AMR 0.008565
I399 AthGene AthGene AFR 1e-05
I399 AthGene AthGene EUR 0.991405
I399 AthGene AthGene SAS 1e-05
I4 AthGene AthGene EAS 0.002728
I4 AthGene AthGene AMR 0.007735
I4 AthGene AthGene AFR 1e-05
I4 AthGene AthGene EUR 0.968253
I4 AthGene AthGene SAS 0.021274
I40 AthGene AthGene EAS 1e-05
I40 AthGene AthGene AMR 1e-05
I40 AthGene AthGene AFR 1e-05
I40 AthGene AthGene EUR 0.927026
I40 AthGene AthGene SAS 0.072944
I400 AthGene AthGene EAS 0.045762
I400 AthGene AthGene AMR 0.629371
I400 AthGene AthGene AFR 0.037426
I400 AthGene AthGene EUR 0.245619
I400 AthGene AthGene SAS 0.041823
I401 AthGene AthGene EAS 1e-05
I401 AthGene AthGene AMR 0.007881
I401 AthGene AthGene AFR 1e-05
I401 AthGene AthGene EUR 0.954734
I401 AthGene AthGene SAS 0.037365
I402 AthGene AthGene EAS 1e-05
I402 AthGene AthGene AMR 0.013903
I402 AthGene AthGene AFR 1e-05
I402 AthGene AthGene EUR 0.939186
I402 AthGene AthGene SAS 0.046891
I403 AthGene AthGene EAS 1e-05
I403 AthGene AthGene AMR 1e-05
I403 AthGene AthGene AFR 1e-05
I403 AthGene AthGene EUR 0.924288
I403 AthGene AthGene SAS 0.075682
I404 AthGene AthGene EAS 0.004482
I404 AthGene AthGene AMR 1e-05
I404 AthGene AthGene AFR 1e-05
I404 AthGene AthGene EUR 0.995488
I404 AthGene AthGene SAS 1e-05
I405 AthGene AthGene EAS 1e-05
I405 AthGene AthGene AMR 0.011724
I405 AthGene AthGene AFR 1e-05
I405 AthGene AthGene EUR 0.988246
I405 AthGene AthGene SAS 1e-05
I406 AthGene AthGene EAS 0.008487
I406 AthGene AthGene AMR 0.007758
I406 AthGene AthGene AFR 0.019526
I406 AthGene AthGene EUR 0.88065
I406 AthGene AthGene SAS 0.08358
I407 AthGene AthGene EAS 1e-05
I407 AthGene AthGene AMR 0.010995
I407 AthGene AthGene AFR 1e-05
I407 AthGene AthGene EUR 0.979831
I407 AthGene AthGene SAS 0.009154
I408 AthGene AthGene EAS 1e-05
I408 AthGene AthGene AMR 0.023754
I408 AthGene AthGene AFR 1e-05
I408 AthGene AthGene EUR 0.955396
I408 AthGene AthGene SAS 0.02083
I409 AthGene AthGene EAS 1e-05
I409 AthGene AthGene AMR 0.017517
I409 AthGene AthGene AFR 1e-05
I409 AthGene AthGene EUR 0.938077
I409 AthGene AthGene SAS 0.044386
I41 AthGene AthGene EAS 1e-05
I41 AthGene AthGene AMR 0.002194
I41 AthGene AthGene AFR 0.00556
I41 AthGene AthGene EUR 0.992225
I41 AthGene AthGene SAS 1e-05
I410 AthGene AthGene EAS 0.025204
I410 AthGene AthGene AMR 1e-05
I410 AthGene AthGene AFR 0.005643
I410 AthGene AthGene EUR 0.96022
I410 AthGene AthGene SAS 0.008923
I411 AthGene AthGene EAS 1e-05
I411 AthGene AthGene AMR 1e-05
I411 AthGene AthGene AFR 1e-05
I411 AthGene AthGene EUR 0.97866
I411 AthGene AthGene SAS 0.02131
I412 AthGene AthGene EAS 0.035565
I412 AthGene AthGene AMR 1e-05
I412 AthGene AthGene AFR 1e-05
I412 AthGene AthGene EUR 0.964405
I412 AthGene AthGene SAS 1e-05
I413 AthGene AthGene EAS 0.026102
I413 AthGene AthGene AMR 1e-05
I413 AthGene AthGene AFR 1e-05
I413 AthGene AthGene EUR 0.973868
I413 AthGene AthGene SAS 1e-05
I414 AthGene AthGene EAS 1e-05
I414 AthGene AthGene AMR 1e-05
I414 AthGene AthGene AFR 0.001599
I414 AthGene AthGene EUR 0.998371
I414 AthGene AthGene SAS 1e-05
I415 AthGene AthGene EAS 0.005384
I415 AthGene AthGene AMR 0.018286
I415 AthGene AthGene AFR 1e-05
I415 AthGene AthGene EUR 0.968546
I415 AthGene AthGene SAS 0.007774
I416 AthGene AthGene EAS 0.966286
I416 AthGene AthGene AMR 0.003687
I416 AthGene AthGene AFR 1e-05
I416 AthGene AthGene EUR 0.018206
I416 AthGene AthGene SAS 0.011811
I417 AthGene AthGene EAS 1e-05
I417 AthGene AthGene AMR 0.0226
I417 AthGene AthGene AFR 1e-05
I417 AthGene AthGene EUR 0.958983
I417 AthGene AthGene SAS 0.018397
I418 AthGene AthGene EAS 1e-05
I418 AthGene AthGene AMR 0.025229
I418 AthGene AthGene AFR 1e-05
I418 AthGene AthGene EUR 0.938012
I418 AthGene AthGene SAS 0.036739
I419 AthGene AthGene EAS 1e-05
I419 AthGene AthGene AMR 0.007028
I419 AthGene AthGene AFR 1e-05
I419 AthGene AthGene EUR 0.935343
I419 AthGene AthGene SAS 0.057608
I42 AthGene AthGene EAS 1e-05
I42 AthGene AthGene AMR 0.005834
I42 AthGene AthGene AFR 1e-05
I42 AthGene AthGene EUR 0.941484
I42 AthGene AthGene SAS 0.052662
I420 AthGene AthGene EAS 1e-05
I420 AthGene AthGene AMR 0.025579
I420 AthGene AthGene AFR 1e-05
I420 AthGene AthGene EUR 0.96041
I420 AthGene AthGene SAS 0.013991
I421 AthGene AthGene EAS 1e-05
I421 AthGene AthGene AMR 0.011878
I421 AthGene AthGene AFR 1e-05
I421 AthGene AthGene EUR 0.974777
I421 AthGene AthGene SAS 0.013325
I422 AthGene AthGene EAS 1e-05
I422 AthGene AthGene AMR 0.022751
I422 AthGene AthGene AFR 1e-05
I422 AthGene AthGene EUR 0.958965
I422 AthGene AthGene SAS 0.018264
I423 AthGene AthGene EAS 0.04656
I423 AthGene AthGene AMR 0.024838
I423 AthGene AthGene AFR 1e-05
I423 AthGene AthGene EUR 0.906803
I423 AthGene AthGene SAS 0.021789
I424 AthGene AthGene EAS 1e-05
I424 AthGene AthGene AMR 0.002229
I424 AthGene AthGene AFR 1e-05
I424 AthGene AthGene EUR 0.956332
I424 AthGene AthGene SAS 0.041419
I425 AthGene AthGene EAS 0.009778
I425 AthGene AthGene AMR 0.031292
I425 AthGene AthGene AFR 0.002832
I425 AthGene AthGene EUR 0.956088
I425 AthGene AthGene SAS 1e-05
I426 AthGene AthGene EAS 1e-05
I426 AthGene AthGene AMR 0.026341
I426 AthGene AthGene AFR 1e-05
I426 AthGene AthGene EUR 0.961189
I426 AthGene AthGene SAS 0.012451
I427 AthGene AthGene EAS 1e-05
I427 AthGene AthGene AMR 0.013767
I427 AthGene AthGene AFR 0.014434
I427 AthGene AthGene EUR 0.909937
I427 AthGene AthGene SAS 0.061852
I428 AthGene AthGene EAS 0.012008
I428 AthGene AthGene AMR 0.005595
I428 AthGene AthGene AFR 1e-05
I428 AthGene AthGene EUR 0.982377
I428 AthGene AthGene SAS 1e-05
I429 AthGene AthGene EAS 0.011973
I429 AthGene AthGene AMR 1e-05
I429 AthGene AthGene AFR 0.019049
I429 AthGene AthGene EUR 0.923341
I429 AthGene AthGene SAS 0.045627
I43 AthGene AthGene EAS 1e-05
I43 AthGene AthGene AMR 0.021779
I43 AthGene AthGene AFR 1e-05
I43 AthGene AthGene EUR 0.978191
I43 AthGene AthGene SAS 1e-05
I430 AthGene AthGene EAS 0.019813
I430 AthGene AthGene AMR 0.011714
I430 AthGene AthGene AFR 1e-05
I430 AthGene AthGene EUR 0.912595
I430 AthGene AthGene SAS 0.055868
I431 AthGene AthGene EAS 0.041353
I431 AthGene AthGene AMR 0.01485
I431 AthGene AthGene AFR 0.00739
I431 AthGene AthGene EUR 0.759038
I431 AthGene AthGene SAS 0.17737
I432 AthGene AthGene EAS 0.021536
I432 AthGene AthGene AMR 0.039999
I432 AthGene AthGene AFR 0.006197
I432 AthGene AthGene EUR 0.652859
I432 AthGene AthGene SAS 0.27941
I433 AthGene AthGene EAS 0.003229
I433 AthGene AthGene AMR 1e-05
I433 AthGene AthGene AFR 0.010205
I433 AthGene AthGene EUR 0.748074
I433 AthGene AthGene SAS 0.238483
I434 AthGene AthGene EAS 0.022007
I434 AthGene AthGene AMR 0.019098
I434 AthGene AthGene AFR 0.009555
I434 AthGene AthGene EUR 0.782737
I434 AthGene AthGene SAS 0.166603
I435 AthGene AthGene EAS 0.021395
I435 AthGene AthGene AMR 0.009869
I435 AthGene AthGene AFR 0.013023
I435 AthGene AthGene EUR 0.771247
I435 AthGene AthGene SAS 0.184466
I436 AthGene AthGene EAS 1e-05
I436 AthGene AthGene AMR 0.01904
I436 AthGene AthGene AFR 1e-05
I436 AthGene AthGene EUR 0.937346
I436 AthGene AthGene SAS 0.043594
I437 AthGene AthGene EAS 0.002307
I437 AthGene AthGene AMR 1e-05
I437 AthGene AthGene AFR 1e-05
I437 AthGene AthGene EUR 0.979548
I437 AthGene AthGene SAS 0.018125
I438 AthGene AthGene EAS 0.027346
I438 AthGene AthGene AMR 1e-05
I438 AthGene AthGene AFR 1e-05
I438 AthGene AthGene EUR 0.972624
I438 AthGene AthGene SAS 1e-05
I439 AthGene AthGene EAS 0.003214
I439 AthGene AthGene AMR 0.006138
I439 AthGene AthGene AFR 1e-05
I439 AthGene AthGene EUR 0.96216
I439 AthGene AthGene SAS 0.028478
I44 AthGene AthGene EAS 1e-05
I44 AthGene AthGene AMR 0.011618
I44 AthGene AthGene AFR 1e-05
I44 AthGene AthGene EUR 0.988352
I44 AthGene AthGene SAS 1e-05
I440 AthGene AthGene EAS 1e-05
I440 AthGene AthGene AMR 0.003171
I440 AthGene AthGene AFR 1e-05
I440 AthGene AthGene EUR 0.966927
I440 AthGene AthGene SAS 0.029882
I441 AthGene AthGene EAS 0.027153
I441 AthGene AthGene AMR 1e-05
I441 AthGene AthGene AFR 1e-05
I441 AthGene AthGene EUR 0.96833
I441 AthGene AthGene SAS 0.004498
I442 AthGene AthGene EAS 1e-05
I442 AthGene AthGene AMR 0.014552
I442 AthGene AthGene AFR 1e-05
I442 AthGene AthGene EUR 0.940405
I442 AthGene AthGene SAS 0.045024
I443 AthGene AthGene EAS 0.016206
I443 AthGene AthGene AMR 0.027127
I443 AthGene AthGene AFR 0.002553
I443 AthGene AthGene EUR 0.883308
I443 AthGene AthGene SAS 0.070807
I444 AthGene AthGene EAS 0.99996
I444 AthGene AthGene AMR 1e-05
I444 AthGene AthGene AFR 1e-05
I444 AthGene AthGene EUR 1e-05
I444 AthGene AthGene SAS 1e-05
I445 AthGene AthGene EAS 0.003598
I445 AthGene AthGene AMR 0.030299
I445 AthGene AthGene AFR 1e-05
I445 AthGene AthGene EUR 0.956559
I445 AthGene AthGene SAS 0.009534
I446 AthGene AthGene EAS 0.001345
I446 AthGene AthGene AMR 0.02619
I446 AthGene AthGene AFR 1e-05
I446 AthGene AthGene EUR 0.95987
I446 AthGene AthGene SAS 0.012585
I447 AthGene AthGene EAS 0.00644
I447 AthGene AthGene AMR 1e-05
I447 AthGene AthGene AFR 1e-05
I447 AthGene AthGene EUR 0.99353
I447 AthGene AthGene SAS 1e-05
I448 AthGene AthGene EAS 1e-05
I448 AthGene AthGene AMR 0.001309
I448 AthGene AthGene AFR 1e-05
I448 AthGene AthGene EUR 0.986585
I448 AthGene AthGene SAS 0.012087
I449 AthGene AthGene EAS 1e-05
I449 AthGene AthGene AMR 0.017154
I449 AthGene AthGene AFR 1e-05
I449 AthGene AthGene EUR 0.910201
I449 AthGene AthGene SAS 0.072625
I45 AthGene AthGene EAS 0.002235
I45 AthGene AthGene AMR 0.016591
I45 AthGene AthGene AFR 1e-05
I45 AthGene AthGene EUR 0.963008
I45 AthGene AthGene SAS 0.018155
I450 AthGene AthGene EAS 0.799395
I450 AthGene AthGene AMR 1e-05
I450 AthGene AthGene AFR 1e-05
I450 AthGene AthGene EUR 0.066724
I450 AthGene AthGene SAS 0.133861
I451 AthGene AthGene EAS 0.003459
I451 AthGene AthGene AMR 1e-05
I451 AthGene AthGene AFR 0.021009
I451 AthGene AthGene EUR 0.890571
I451 AthGene AthGene SAS 0.084951
I452 AthGene AthGene EAS 0.032298
I452 AthGene AthGene AMR 0.011049
I452 AthGene AthGene AFR 0.003128
I452 AthGene AthGene EUR 0.948286
I452 AthGene AthGene SAS 0.005239
I453 AthGene AthGene EAS 1e-05
I453 AthGene AthGene AMR 1e-05
I453 AthGene AthGene AFR 0.010585
I453 AthGene AthGene EUR 0.915882
I453 AthGene AthGene SAS 0.073513
I454 AthGene AthGene EAS 0.263988
I454 AthGene AthGene AMR 1e-05
I454 AthGene AthGene AFR 0.002951
I454 AthGene AthGene EUR 0.407933
I454 AthGene AthGene SAS 0.325117
I455 AthGene AthGene EAS 1e-05
I455 AthGene AthGene AMR 1e-05
I455 AthGene AthGene AFR 0.007591
I455 AthGene AthGene EUR 0.932655
I455 AthGene AthGene SAS 0.059733
I456 AthGene AthGene EAS 0.002378
I456 AthGene AthGene AMR 1e-05
I456 AthGene AthGene AFR 0.014763
I456 AthGene AthGene EUR 0.895379
I456 AthGene AthGene SAS 0.08747
I457 AthGene AthGene EAS 1e-05
I457 AthGene AthGene AMR 0.016413
I457 AthGene AthGene AFR 1e-05
I457 AthGene AthGene EUR 0.902649
I457 AthGene AthGene SAS 0.080919
I458 AthGene AthGene EAS 1e-05
I458 AthGene AthGene AMR 0.020422
I458 AthGene AthGene AFR 0.002296
I458 AthGene AthGene EUR 0.936093
I458 AthGene AthGene SAS 0.041179
I459 AthGene AthGene EAS 1e-05
I459 AthGene AthGene AMR 0.014812
I459 AthGene AthGene AFR 1e-05
I459 AthGene AthGene EUR 0.974239
I459 AthGene AthGene SAS 0.010929
I46 AthGene AthGene EAS 1e-05
I46 AthGene AthGene AMR 0.003706
I46 AthGene AthGene AFR 1e-05
I46 AthGene AthGene EUR 0.994441
I46 AthGene AthGene SAS 0.001833
I460 AthGene AthGene EAS 0.005936
I460 AthGene AthGene AMR 1e-05
I460 AthGene AthGene AFR 1e-05
I460 AthGene AthGene EUR 0.994034
I460 AthGene AthGene SAS 1e-05
I461 AthGene AthGene EAS 1e-05
I461 AthGene AthGene AMR 0.013207
I461 AthGene AthGene AFR 1e-05
I461 AthGene AthGene EUR 0.943643
I461 AthGene AthGene SAS 0.04313
I462 AthGene AthGene EAS 1e-05
I462 AthGene AthGene AMR 0.017623
I462 AthGene AthGene AFR 0.002247
I462 AthGene AthGene EUR 0.957425
I462 AthGene AthGene SAS 0.022694
I463 AthGene AthGene EAS 1e-05
I463 AthGene AthGene AMR 0.013594
I463 AthGene AthGene AFR 1e-05
I463 AthGene AthGene EUR 0.943212
I463 AthGene AthGene SAS 0.043173
I464 AthGene AthGene EAS 0.009454
I464 AthGene AthGene AMR 0.01738
I464 AthGene AthGene AFR 1e-05
I464 AthGene AthGene EUR 0.928267
I464 AthGene AthGene SAS 0.044888
I465 AthGene AthGene EAS 0.016781
I465 AthGene AthGene AMR 1e-05
I465 AthGene AthGene AFR 0.03851
I465 AthGene AthGene EUR 0.773412
I465 AthGene AthGene SAS 0.171287
I466 AthGene AthGene EAS 0.037925
I466 AthGene AthGene AMR 1e-05
I466 AthGene AthGene AFR 1e-05
I466 AthGene AthGene EUR 0.962045
I466 AthGene AthGene SAS 1e-05
I467 AthGene AthGene EAS 0.007687
I467 AthGene AthGene AMR 0.038451
I467 AthGene AthGene AFR 0.029365
I467 AthGene AthGene EUR 0.892413
I467 AthGene AthGene SAS 0.032085
I468 AthGene AthGene EAS 0.004293
I468 AthGene AthGene AMR 0.008101
I468 AthGene AthGene AFR 1e-05
I468 AthGene AthGene EUR 0.956919
I468 AthGene AthGene SAS 0.030677
I469 AthGene AthGene EAS 0.003617
I469 AthGene AthGene AMR 0.023385
I469 AthGene AthGene AFR 0.008151
I469 AthGene AthGene EUR 0.942088
I469 AthGene AthGene SAS 0.022759
I47 AthGene AthGene EAS 1e-05
I47 AthGene AthGene AMR 1e-05
I47 AthGene AthGene AFR 1e-05
I47 AthGene AthGene EUR 0.998938
I47 AthGene AthGene SAS 0.001032
I470 AthGene AthGene EAS 1e-05
I470 AthGene AthGene AMR 0.00242
I470 AthGene AthGene AFR 1e-05
I470 AthGene AthGene EUR 0.895742
I470 AthGene AthGene SAS 0.101817
I471 AthGene AthGene EAS 0.015478
I471 AthGene AthGene AMR 0.019079
I471 AthGene AthGene AFR 1e-05
I471 AthGene AthGene EUR 0.927344
I471 AthGene AthGene SAS 0.038089
I472 AthGene AthGene EAS 1e-05
I472 AthGene AthGene AMR 0.004677
I472 AthGene AthGene AFR 1e-05
I472 AthGene AthGene EUR 0.995293
I472 AthGene AthGene SAS 1e-05
I473 AthGene AthGene EAS 1e-05
I473 AthGene AthGene AMR 1e-05
I473 AthGene AthGene AFR 1e-05
